id_produit,ean,nom,url_image,taxonomie_niveau_1,taxonomie_niveau_2,taxonomie_niveau_3,taxonomie_niveau_4,tva
99cd6ab5-643f-5a98-b1bd-74ea9c81fbf5,3760000016810,POM BIO 1KG CAT1 FR,https://picsum.photos/seed/apple-1680/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
d4c3471e-1a6d-5249-8589-05b5c186f9f0,3760000016827,TOMATES GRAPPE,https://picsum.photos/seed/cream-1681/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
f70ebd67-99d5-532d-813a-32cbef7fd179,20016838,NUTELLA 750G,https://picsum.photos/seed/hazelnut-spread-1682/640/480,ALIMENTAIRE,,,,5.5
2630302e-239f-565b-bf87-728922b8c3f3,3760000016841,COCA COLA ZERO 1L,https://picsum.photos/seed/cola-1683/640/480,ALIMENTAIRE,,,,5.5
baf311eb-e246-5bf3-85c3-7cd7b9bb8f29,3760000016858,CR FR 20CL 30%,https://picsum.photos/seed/diapers-1684/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
5737c06e-455b-56bc-9849-2d201e7e8c03,,WHISKY 40%,https://picsum.photos/seed/whisky-1685/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
2f87500b-6866-5d5c-9f4d-9e1dc273a961,3760000016872,PARACETAMOL 1000 DOLI,https://picsum.photos/seed/medicine-1686/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
65a266bd-e0c3-53af-ab6e-5020cee866ba,3760000016889,COUCHES PAMP TAILLE 4,,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
ef7c2615-a9f1-5369-88d0-d81fc135388e,16896,CAFÉ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-1688/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
e0e04017-0203-56b5-bd3a-14f9ec659645,3760000016902,LESSIVE 2L,,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
aaf98dec-62f4-5eab-af41-be5fc3919e1a,3760000016919,POMMES BIO FR 1KG,https://picsum.photos/seed/apple-1690/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
a3234398-7164-5d3f-86db-338e681c9b0d,3760000016926,TOM GRA FR KG,https://picsum.photos/seed/tomato-1691/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
24332f08-3d57-5917-b513-89717c844b16,3760000016933,PATE TART NUTELLA 0.75KG,https://picsum.photos/seed/hazelnut-spread-1692/640/480,ALIMENTAIRE,,,,5.5
3b3a6bb0-a4b0-55df-b0ea-548f44992cc4,3760000016940,COKA COLA ZERO 1 L,https://picsum.photos/seed/cola-1693/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,5.5
1b73100c-816b-57f9-af8e-a968efa6cdbe,3760000016957,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-1694/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
a5496bf2-ed7b-5141-ae62-c958256bee97,3760000016964,WHISKY 40%,https://picsum.photos/seed/whisky-1695/640/480,ALIMENTAIRE,,,,20
1b46b134-7f61-56bf-9b00-3fd3c7a224d1,,DOLIPRANE 1 G,https://picsum.photos/seed/medicine-1696/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
05ce795c-cf3e-5a7f-a8e9-9b316e7d2a5d,13760000016985,PAMPERS BABY DRY 4,https://picsum.photos/seed/diapers-1697/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,20
b81c6b03-d059-508c-b8f4-568efbbaf441,20016999,ARABICA MOULU 0.25KG,https://picsum.photos/seed/coffee-1698/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
ea1ad23c-fd99-57e8-942b-c90488806ff9,3760000017008,DETERGENT LINGE 2 L,,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
5ce802eb-0a72-5b49-9f18-3bc8af222e3c,32700,POMME GALA BIO SACH 1K,https://picsum.photos/seed/apple-1700/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
65dcaf84-5805-5d07-8926-5c6337f91e68,,TOM GRA FR KG,https://picsum.photos/seed/tomato-1701/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
bd2cafad-f82f-5f30-bdd9-331b6b26a3e7,3760000017039,NUTELLA 750 G,,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
47e8e743-32b6-534a-9d9f-008992922cbd,3760000017046,COCA Z S/SUCRE 1L,https://picsum.photos/seed/cola-1703/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
084a47de-70ac-574d-91af-f141734dbd6d,3760000017053,CREME FRAICHE 30 20CL,https://picsum.photos/seed/cream-1704/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
45e44581-acf9-5a49-83fa-24277ac79616,,WHISKY BTL 0.7L,https://picsum.photos/seed/whisky-1705/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
26657242-924c-51fd-b06e-21981fc6ded0,3760000017077,PARACETAMOL 1000 DOLI,https://picsum.photos/seed/medicine-1706/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
442da433-627d-54f4-8822-8c817ab000e3,,PAMPERS BD T4,https://picsum.photos/seed/diapers-1707/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
aa2a5ec2-76ad-5bad-834c-bdef2ede7639,3760000017091,CAF MLU 250,https://picsum.photos/seed/coffee-1708/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
2baf69df-5880-5169-8f74-cccc42bbdc0e,3760000017107,DETERGENT LINGE 2 L,,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
06eabf59-2f39-5b4e-8a82-f6ce161c1446,13760000017111,POM BIO 1KG CAT1 FR,https://picsum.photos/seed/apple-1710/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
09b9fd38-051a-5ce1-9afe-ea44a4985593,3760000017121,TOMATES GRAPPE,https://picsum.photos/seed/tomato-1711/640/480,ALIMENTAIRE,,LEGUMES,TOMATES,5.5
b2805ddd-959f-5544-a5df-fb90771635cf,0003760000017138,NUTELLA 750 G,https://picsum.photos/seed/hazelnut-spread-1712/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
53e04af8-5b33-502a-943a-190b19527077,13760000017142,COCACOLA Z 100CL,https://picsum.photos/seed/cola-1713/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
9e0e06d2-3399-547b-9f56-ec4b33528183,3760000017152,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-1714/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
432d53e8-53b0-5b3c-bcda-e5f7e19053c5,20017163,WHI BTL 0.7,https://picsum.photos/seed/whisky-1715/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
4c80d0d0-4fa7-5c3c-bf13-7e098b051d35,20017170,DOL 100,https://picsum.photos/seed/medicine-1716/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
5d68540a-f257-5862-8301-8bde830390dc,20017187,PAMPERS T4 30U,https://picsum.photos/seed/diapers-1717/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
c9c961c4-d15b-51c0-ae8d-1cadccbcffb9,3760000017190,CAFÃ‰ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-1718/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
01f1d445-76cd-58e7-bb17-d1e71acbb261,3760000017206,LESS. LIQUIDE 200CL,https://picsum.photos/seed/detergent-1719/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
84530ee8-e54f-5ba9-8d34-e7bf10b4cd92,,POMMES BIO FR 1KG,https://picsum.photos/seed/apple-1720/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
d48c30e8-3713-5d5b-a93e-68b28262df12,3760000017220,TOMATE GRP ORI FR,https://cdn.store.example/missing/d48c30e8-3713-5d5b-a93e-68b28262df12.jpg,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
54d92b14-31dd-52c6-8372-54f2ac0be234,,NUTELA POT 750GR PROMO,https://picsum.photos/seed/hazelnut-spread-1722/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
042eb2d6-88b4-512e-8b3b-23302641d7fd,3760000017244,COCA Z S/SUCRE 1L,https://picsum.photos/seed/cola-1723/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
1a46b6da-19f8-5c35-94a7-4b792ea190bf,20017255,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-1724/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
edb90a41-001b-5335-ab5b-909ddac816b1,20017262,WHISKY ECOSSAIS 70 CL,https://picsum.photos/seed/coffee-1725/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
02c680cc-7e9f-5755-a182-86be606771fb,20017279,DOLIPRANE 1000MG,not-a-url,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
3a638985-da66-5181-838c-d5b9453ef062,13760000017289,COU PAM TAI 4,https://picsum.photos/seed/diapers-1727/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
dc848b5f-850e-5a14-a6af-7777d96bf9f2,03760000017299,CAFE MLU 250G,https://picsum.photos/seed/coffee-1728/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
facba845-5404-5acb-bbc3-58aff5ffffae,3760000017305,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-1729/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
f6325f83-3369-52e8-93e5-d024a912495d,3760000017312,POMME GALA BIO SACH 1K,https://picsum.photos/seed/apple-1730/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
134eb2b8-2128-548d-84cb-942e3a6c4ce3,,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-1731/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
2d844b01-6c48-57fb-bd18-6de9dae96611,20017330,NUTELLA 750G,https://picsum.photos/seed/hazelnut-spread-1732/640/480,ALIMENTAIRE,,,,5.5
c8203136-3112-5910-ba18-b366cce53823,20017347,COCA COLA ZERO 1L,https://picsum.photos/seed/cola-1733/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
11035c78-edb2-59be-8d43-ba98cafc6ee0,3760000017350,CREME FRAICHE 30 20CL,https://,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
8ca952d8-1fc4-59f2-8f10-382416c22ab3,20017361,WHISKY 40 70CL,https://picsum.photos/seed/whisky-1735/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,2.1
e04377d9-8ebe-5ccd-b7b0-b93a18ce74ca,,DOLIPRANE 1 G PROMO,https://picsum.photos/seed/medicine-1736/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
f56a929a-59c8-5924-8fc8-08d84222185b,13760000017388,COUCHES PAMP TAILLE 4,https://picsum.photos/seed/diapers-1737/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
6551f6b4-1cef-51ee-8348-00e9f14cf574,3760000017398,CAFE MOULU ARABICA 250G,https://picsum.photos/seed/coffee-1738/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
59bfe1c2-83bd-5778-ac68-cf04b01c98c7,3760000017404,LESS. LIQUIDE 200CL FRESH PACK,https://picsum.photos/seed/detergent-1739/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
4da4c2b6-8584-55d9-9335-b8d969924715,20017415,POMMES BIO FR 1KG,https://picsum.photos/seed/apple-1740/640/480,ALIMENTAIRE,,FRUITS,POMMES,5.5
78a9e6d6-1190-5c91-b656-9db00ca6a139,3760000017428,TOM GRA FR KG,,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
09e99b21-d41f-546b-a97a-9a3d49166061,13760000017432,PATE TART NUTELLA 0.75KG,https://picsum.photos/seed/hazelnut-spread-1742/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
8a535aa3-11c3-520d-a9cd-a6f0de46faaa,13760000017449,COCA COLA ZERO 1L,https://picsum.photos/seed/cola-1743/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
1b53b7d0-4626-5fed-806f-59bb835b9e2c,13760000017456,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-1744/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
9e23a842-8e37-5d71-87ba-9f94ab96e2f2,20017460,WHISKY BTL 0.7L,,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
cef03fcb-07aa-57a6-a3f6-6dd91e7b372a,3760000017473,DOLIPRANE 1000MG,https://picsum.photos/seed/medicine-1746/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
b964b0df-a7cf-54d0-a3ab-1d0ec32b56d7,20017484,PAM BD T4,https://picsum.photos/seed/diapers-1747/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
06dc0cf7-b403-5ea0-b30d-2319e2bae966,03760000017497,CAFÉ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-1748/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
995a2000-3798-5c51-b897-0c3587f42092,20017507,DETERGENT LINGE 2 L,https://picsum.photos/seed/detergent-1749/640/480,NON ALIMENTAIRE,,,,20
dd73387d-e078-5d35-98f7-25320aef101a,13760000017517,POM BIO 1KG CAT1 FR,https://picsum.photos/seed/apple-1750/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
22c13878-84b3-526c-841a-8a3bca6ea986,3760000017527,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-1751/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
525aa2f1-889c-50e3-8bb5-96c091333ea2,3760000017534,NUTELLA 750G,https://picsum.photos/seed/hazelnut-spread-1752/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
868264de-b2f1-5cc9-8d91-b4a51e1d349a,20017545,COCACOLA Z 100CL,https://picsum.photos/seed/cola-1753/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
4a71ca54-e863-5d4e-8bb0-bd567710bbb8,3760000017558,CREM FRAICHE 0.2L,https://picsum.photos/seed/cream-1754/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
dfb97aef-6a46-5a89-940c-63a946574016,3760000017565,WHISKY ECOSSAIS 70 CL,https://picsum.photos/seed/whisky-1755/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,20
d62466c9-f686-5d48-9953-f0fddcf5f4af,20017576,DOLIPRANE 1 G,https://picsum.photos/seed/medicine-1756/640/480,SANTE,,ANTALGIQUES,PARACETAMOL,2.1
4d118cfa-4e26-5a18-8cbf-7aea40b5d983,3760000017589,PAMPERS BD T4,https://picsum.photos/seed/diapers-1757/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
f0021d12-366e-5cad-bb40-963501655f95,20017590,CAFÉ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-1758/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
d76ef61a-cb95-5bc1-a95b-9e08acf7c970,3760000017602,LESSIVE 2L,https://picsum.photos/seed/detergent-1759/640/480,NON ALIMENTAIRE,,LESSIVE,LIQUIDE,20
561bfcde-454b-57a9-a2a4-95a0bed79d52,3760000017619,POM B 1K C1,https://cdn.store.example/missing/561bfcde-454b-57a9-a2a4-95a0bed79d52.jpg,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
4d4ab574-edb9-51a0-90d7-efea95cfac54,3760000017626,TOM GRA FR KG,https://picsum.photos/seed/tomato-1761/640/480,ALIMENTAIRE,,,,5.5
482ae166-28da-5f66-936a-b4a024b4f864,,NUTELLA 750 G,https://picsum.photos/seed/hazelnut-spread-1762/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
2f3ca087-bb4a-5576-923d-73493681f304,3760000017640,COCACOLA Z 100CL,https://cdn.store.example/missing/2f3ca087-bb4a-5576-923d-73493681f304.jpg,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
bc365286-9540-5e0a-b847-1cf10c17a7cf,3760000017657,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-1764/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
dc6223c7-09c1-5641-87da-db85f1cd891d,3760000017664,WHISKY BTL 0.7L,https://picsum.photos/seed/whisky-1765/640/480,ALIMENTAIRE,,,,20
47592e08-5ba0-5d60-9300-912c8c244d71,17671,DOLIP 1G CPR,https://picsum.photos/seed/medicine-1766/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
8ae0d6c2-440d-5a83-9a52-b415d0a09cbc,3760000017688,PAMPERS T4 30U,https://picsum.photos/seed/diapers-1767/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
7596477c-cfa1-5b9b-ba83-970eec39a169,13760000017692,ARA MOU 0.2,https://picsum.photos/seed/coffee-1768/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
890191c3-86d4-51b1-9f39-73662f28c522,3760000017701,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-1769/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
6081e5b2-1517-58fc-a74d-e7131b980023,,POM B 1K C1 LOT,https://picsum.photos/seed/apple-1770/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
45e9356b-3764-5355-89ea-9f9b56285542,13760000017722,TOMATE GRP ORI FR,,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
e9a1f57b-2a0b-5f06-b817-d48e79df6259,,NUTELA POT 750GR,https://picsum.photos/seed/hazelnut-spread-1772/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
1dbfabb8-2ff7-528a-b06c-ed1004753921,3760000017749,COCA Z S/SUCRE 1L,https://picsum.photos/seed/cola-1773/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
9badec70-2940-522e-9d00-54948a0ede7c,13760000017753,CR FR 20CL 30%,https://picsum.photos/seed/cream-1774/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
1eaa9838-658a-515f-ad70-7cbd0a5215e9,13760000017760,WHISKY 40 70CL,https://picsum.photos/seed/whisky-1775/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
13b69ac5-197e-53f5-827e-f95378d96f32,3760000017770,DOLIP 1G CPR,not-a-url,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
3c36b699-50ef-5d74-b9b5-22529d9c9c72,,PAMPERS BABY DRY 4 LOT,https://picsum.photos/seed/diapers-1777/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
1aae88ba-ea81-5ece-9f7a-03d55c3768c0,3760000017794,ARABICA MOULU 0.25KG,https://cdn.store.example/missing/1aae88ba-ea81-5ece-9f7a-03d55c3768c0.jpg,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
ec71fbc6-64db-5ed7-82d4-c71af8b199b5,3760000017800,DETERGENT LINGE 2 L,https://cdn.store.example/missing/ec71fbc6-64db-5ed7-82d4-c71af8b199b5.jpg,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
6d3802e7-606b-578b-8011-bfa17ce2e686,3760000017817,POM BIO 1KG CAT1 FR,https://picsum.photos/seed/apple-1780/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
1789ba25-cdd4-55fa-8e77-25aafb18cd49,20017828,TOM GRA FR KG,https://picsum.photos/seed/tomato-1781/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
86402dc0-f8bb-5687-a3c0-52a9bb51bde9,3760000017831,NUTELLA 750 G,https://picsum.photos/seed/hazelnut-spread-1782/640/480,ALIMENTAIRE,Ã‰PICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
cde9a776-961c-561f-bbdd-9a72d4320b65,13760000017845,COCACOLA Z 100CL,https://picsum.photos/seed/cola-1783/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
f24e65ac-b1d9-5c1f-981d-11c5d802270d,13760000017852,CREM FRAICHE 0.2L,https://picsum.photos/seed/cream-1784/640/480,ALIMENTAIRE,PRODUITS FRAIS,CRÃˆMERIE,CREMES,5.5
3093b45d-ebd8-5038-9614-66a8de8514db,3760000017862,WHISKY 40 70CL,,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
548539c4-44fe-5dcb-aa90-1e572443b479,20017873,DOLIPRANE 1000MG,https://picsum.photos/seed/medicine-1786/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
77a0d515-63ba-5f36-8502-06e1566fd48b,13760000017883,PAM BD T4,https://picsum.photos/seed/diapers-1787/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
e7c2f87d-d1f6-5e6c-ab3a-3aeda915a8a4,32788,ARABICA MOULU 0.25KG,https://picsum.photos/seed/coffee-1788/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
8d33272f-38bf-529f-b81f-c199339903ff,,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-1789/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
aac59fe8-703d-598f-9fc5-7d3f75abb306,20017910,POM B 1K C1,https://picsum.photos/seed/apple-1790/640/480,ALIMENTAIRE,,FRUITS,POMMES,5.5
9be158a2-7b45-5495-9dc8-b1e5811b906e,3760000017923,TOM GRA FR KG,https://picsum.photos/seed/tomato-1791/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
a385e2cb-343b-5bfc-9ea3-c8b41f469b9b,20017934,NUT 750 G,https://picsum.photos/seed/hazelnut-spread-1792/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
ac4d4fef-40c4-5600-a5eb-66913b19cd38,13760000017944,COKA COLA ZERO 1 L,https://picsum.photos/seed/cola-1793/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
f4b1f0a7-f197-5a77-8cfe-f1b5fae65689,3760000017954,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-1794/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
86360e73-92cb-5fc3-bb45-dc9eb9faba03,17961,WHISKY ECOSSAIS 70 CL,https://picsum.photos/seed/whisky-1795/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
1193f061-bb50-503e-9763-34f5d95a1d34,13760000017975,DOLIP 1G CPR,https://picsum.photos/seed/medicine-1796/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
e7e06918-77de-5c7f-98a8-bdb9ca12982c,3760000017985,PAMPERS BD T4,https://picsum.photos/seed/diapers-1797/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
9347fe91-62b2-5d89-81c9-a89502a90822,3760000017992,CAFE MOULU ARABICA 250G,https://picsum.photos/seed/coffee-1798/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
bb40989e-adca-5877-b61e-62a87da8127d,,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-1799/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
7ba7e067-d395-5d7b-acd1-cc8d6aae4831,3760000018012,POM BIO 1KG CAT1 FR,https://picsum.photos/seed/apple-1800/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,2.1
09b4b2d8-603f-5d3c-83d8-11c3bbe531d0,20018023,TOM GRAPPE VRAC FR,https://picsum.photos/seed/tomato-1801/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
3f59d0f1-bea0-541f-8faf-042343bc0e4c,20018030,NUTELA POT 750GR,https://picsum.photos/seed/hazelnut-spread-1802/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,5.5
b6a24abf-baf9-5146-ae69-fcbd037d01b0,20018047,COCA COLA ZERO 1L,ftp://files.store.example/b6a24abf-baf9-5146-ae69-fcbd037d01b0.png,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
9cac5aec-88cb-5d88-aae7-e4425df155df,3760000018050,CREM FRAICHE 0.2L,https://picsum.photos/seed/cream-1804/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
007ca146-0c22-5a79-bd10-4440e99416b1,3760000018067,WHISKY ECOSSAIS 70 CL,https://picsum.photos/seed/whisky-1805/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
b8697713-4e7f-58cc-aec2-4ce548468775,32806,DOLIP 1G CPR,https://picsum.photos/seed/medicine-1806/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
489421ad-9e63-5468-93b8-be242ceb6dec,0003760000018081,COUCHES PAMP TAILLE 4,https://picsum.photos/seed/diapers-1807/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
e48fe724-7229-5de2-8f87-b711d49e6f1c,3760000018098,CAFÉ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-1808/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
de1a2fa7-701a-52ef-8edc-b6ede8c67b56,20018108,LESSIVE 2L,https://picsum.photos/seed/detergent-1809/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
f5c72752-ea1a-540d-8f8b-b4a845a5c20a,,POM B 1K C1,https://picsum.photos/seed/apple-1810/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
da713ec1-3272-50c9-87cd-5e15358edb4a,3760000018128,TOM GRP ORI FR,https://picsum.photos/seed/tomato-1811/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
